locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
3474835	YP_001459519.1	157162201	57075	2894000	2895037	+	EcHS_A2891	iap	alkaline phosphatase isozyme conversion peptidase (RefSeq)	COG2234	R	Predicted aminopeptidases			GO:0006508,GO:0008233	3.4.-.-,3.4.11.-	,
3474836	YP_001459520.1	157162202	57075	2895232	2895086	-	EcHS_A2892	EcHS_A2892	hypothetical protein (RefSeq)								
11515726			57075	2895147	2895119	-		CRISPR									
11658089			57075	2895147	2895119	-		CRISPR									
11800481			57075	2895147	2895119	-		CRISPR									
11515727			57075	2895179	2895148	-		CRISPR spacer									
11658090			57075	2895179	2895148	-		CRISPR spacer									
11800482			57075	2895179	2895148	-		CRISPR spacer									
11515728			57075	2895208	2895180	-		CRISPR									
11658091			57075	2895208	2895180	-		CRISPR									
11800483			57075	2895208	2895180	-		CRISPR									
11515729			57075	2895240	2895209	-		CRISPR spacer									
11658092			57075	2895240	2895209	-		CRISPR spacer									
11800484			57075	2895240	2895209	-		CRISPR spacer									
11515730			57075	2895269	2895241	-		CRISPR									
11658093			57075	2895269	2895241	-		CRISPR									
11800485			57075	2895269	2895241	-		CRISPR									
11515731			57075	2895301	2895270	-		CRISPR spacer									
11658094			57075	2895301	2895270	-		CRISPR spacer									
11800486			57075	2895301	2895270	-		CRISPR spacer									
3474837	YP_001459521.1	157162203	57075	2895276	2895536	+	EcHS_A2893	EcHS_A2893	hypothetical protein (RefSeq)								
11515732			57075	2895330	2895302	-		CRISPR									
11658095			57075	2895330	2895302	-		CRISPR									
11800487			57075	2895330	2895302	-		CRISPR									
11515733			57075	2895362	2895331	-		CRISPR spacer									
11658096			57075	2895362	2895331	-		CRISPR spacer									
11800488			57075	2895362	2895331	-		CRISPR spacer									
11515734			57075	2895391	2895363	-		CRISPR									
11658097			57075	2895391	2895363	-		CRISPR									
11800489			57075	2895391	2895363	-		CRISPR									
11515735			57075	2895423	2895392	-		CRISPR spacer									
11658098			57075	2895423	2895392	-		CRISPR spacer									
11800490			57075	2895423	2895392	-		CRISPR spacer									
11515736			57075	2895452	2895424	-		CRISPR									
11658099			57075	2895452	2895424	-		CRISPR									
11800491			57075	2895452	2895424	-		CRISPR									
11515737			57075	2895484	2895453	-		CRISPR spacer									
11658100			57075	2895484	2895453	-		CRISPR spacer									
11800492			57075	2895484	2895453	-		CRISPR spacer									
11515738			57075	2895513	2895485	-		CRISPR									
11658101			57075	2895513	2895485	-		CRISPR									
11800493			57075	2895513	2895485	-		CRISPR									
11515739			57075	2895545	2895514	-		CRISPR spacer									
11658102			57075	2895545	2895514	-		CRISPR spacer									
11800494			57075	2895545	2895514	-		CRISPR spacer									
11515740			57075	2895574	2895546	-		CRISPR									
11658103			57075	2895574	2895546	-		CRISPR									
11800495			57075	2895574	2895546	-		CRISPR									
11515741			57075	2895606	2895575	-		CRISPR spacer									
11658104			57075	2895606	2895575	-		CRISPR spacer									
11800496			57075	2895606	2895575	-		CRISPR spacer									
11515742			57075	2895635	2895607	-		CRISPR									
11658105			57075	2895635	2895607	-		CRISPR									
11800497			57075	2895635	2895607	-		CRISPR									
11515743			57075	2895667	2895636	-		CRISPR spacer									
11658106			57075	2895667	2895636	-		CRISPR spacer									
11800498			57075	2895667	2895636	-		CRISPR spacer									
11515744			57075	2895696	2895668	-		CRISPR									
11658107			57075	2895696	2895668	-		CRISPR									
11800499			57075	2895696	2895668	-		CRISPR									
3474838	YP_001459522.1	157162204	57075	2897005	2896088	-	EcHS_A2894	cas1	CRISPR-associated protein Cas1 (RefSeq)	COG1518	L	Uncharacterized protein predicted to be involved in DNA repair	TIGR00287 CRISPR-associated endonuclease Cas1 [cas1],TIGR03638 CRISPR-associated endonuclease Cas1, subtype I-E/ECOLI [cas1]	Mobile and extrachromosomal element functions:Other		3.1.-.-	
3474839	YP_001459523.1	157162205	57075	2897620	2897021	-	EcHS_A2895	cse3	CRISPR-associated protein, Cse3 family (RefSeq)				TIGR01907 CRISPR-associated protein Cas6/Cse3/CasE, subtype I-E/ECOLI [cas6e]	Mobile and extrachromosomal element functions:Other			
3474840	YP_001459524.1	157162206	57075	2898287	2897607	-	EcHS_A2896	EcHS_A2896	CRISPR-associated protein Cas5, Ecoli subtype (RefSeq)				TIGR01868 CRISPR-associated protein Cas5/CasD, subtype I-E/ECOLI [cas5e],TIGR02593 CRISPR-associated protein Cas5 [cas5]	Mobile and extrachromosomal element functions:Other			
3474841	YP_001459525.1	157162207	57075	2899375	2898284	-	EcHS_A2897	cse4	CRISPR-associated protein, Cse4 family (RefSeq)				TIGR01869 CRISPR-associated protein Cas7/Cse4/CasC, subtype I-E/ECOLI [cas7]	Mobile and extrachromosomal element functions:Other			
3474842	YP_001459526.1	157162208	57075	2899870	2899388	-	EcHS_A2898	cse2	CRISPR-associated protein, Cse2 family (RefSeq)				TIGR02548 CRISPR type I-E/ECOLI-associated protein CasB/Cse2 [casB]	Mobile and extrachromosomal element functions:Other			
3474843	YP_001459527.1	157162209	57075	2901371	2899863	-	EcHS_A2899	cse1	CRISPR-associated protein, Cse1 family (RefSeq)				TIGR02547 CRISPR type I-E/ECOLI-associated protein CasA/Cse1 [casA]	Mobile and extrachromosomal element functions:Other			
3474844	YP_001459528.1	157162210	57075	2901487	2901368	-	EcHS_A2900	EcHS_A2900	hypothetical protein (RefSeq)								
3474845	YP_001459529.1	157162211	57075	2904452	2901786	-	EcHS_A2901	cas3	CRISPR-associated helicase Cas3 (RefSeq)	COG1203	R	Predicted helicases	TIGR01587 CRISPR-associated helicase Cas3 [cas3],TIGR01596 CRISPR-associated endonuclease Cas3-HD	Mobile and extrachromosomal element functions:Other	GO:0003676,GO:0005524,GO:0008026	3.1.-.-	
3474846	YP_001459530.1	157162212	57075	2905545	2904811	-	EcHS_A2902	cysH	phosphoadenosine phosphosulfate reductase (RefSeq)	COG175	EH	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase and related enzymes	TIGR00434 phosophoadenylyl-sulfate reductase [cysH],TIGR02057 phosphoadenosine phosphosulfate reductase [cysH]	Central intermediary metabolism:Sulfur metabolism	GO:0019344,GO:0019379,GO:0004604,GO:0016740	1.8.4.8	Phosphoadenylyl-sulfate reductase (thioredoxin).
3474847	YP_001459531.1	157162213	57075	2907331	2905619	-	EcHS_A2903	cysI	sulfite reductase (NADPH) hemoprotein, beta-component (RefSeq)	COG155	P	Sulfite reductase, beta subunit (hemoprotein)	TIGR02041 sulfite reductase (NADPH) hemoprotein, beta-component [cysI]	Central intermediary metabolism:Sulfur metabolism	GO:0006118,GO:0008652,GO:0009337,GO:0004783,GO:0020037,GO:0050661,GO:0051539	1.8.1.2	Sulfite reductase (NADPH).
3474848	YP_001459532.1	157162214	57075	2909130	2907331	-	EcHS_A2904	cysJ	sulfite reductase [NADPH] flavoprotein, alpha-component (RefSeq)	COG369	P	Sulfite reductase, alpha subunit (flavoprotein)	TIGR01931 sulfite reductase [NADPH] flavoprotein, alpha-component		GO:0000103,GO:0019344,GO:0006118,GO:0010181,GO:0004783,GO:0005506	1.8.1.2	Sulfite reductase (NADPH).
3474849	YP_001459533.1	157162215	57075	2909446	2909811	+	EcHS_A2905	queD	queuosine biosynthesis protein QueD (RefSeq)	COG720	H	6-pyruvoyl-tetrahydropterin synthase	TIGR00039 6-pyruvoyl tetrahydropterin synthase/QueD family protein [queD],TIGR03367 queuosine biosynthesis protein QueD [queD]	Protein synthesis:tRNA and rRNA base modification	GO:0006729,GO:0003874	4.2.3.12	6-pyruvoyltetrahydropterin synthase.
3474850	YP_001459534.1	157162216	57075	2909889	2911160	+	EcHS_A2906	EcHS_A2906	pyridine nucleotide-disulphide oxidoreductase family protein (RefSeq)	COG644	C	Dehydrogenases (flavoproteins)			GO:0006118,GO:0006725,GO:0004497,GO:0016491	1.5.5.-	
3474851	YP_001459535.1	157162217	57075	2911151	2911411	+	EcHS_A2907	EcHS_A2907	putative ferredoxin (RefSeq)	COG2440	C	Ferredoxin-like protein					
3474852	YP_001459536.1	157162218	57075	2911428	2912003	+	EcHS_A2908	EcHS_A2908	glycerol-3-phosphate responsive antiterminator (RefSeq)	COG1954	K	Glycerol-3-phosphate responsive antiterminator (mRNA-binding)			GO:0009607,GO:0045449,GO:0030528		
3474853	YP_001459537.1	157162219	57075	2913011	2912151	-	EcHS_A2909	EcHS_A2909	electron transfer flavoprotein (RefSeq)	COG2025	C	Electron transfer flavoprotein, alpha subunit			GO:0006118,GO:0009055,GO:0050660		
3474854	YP_001459538.1	157162220	57075	2913787	2913008	-	EcHS_A2910	EcHS_A2910	electron transfer flavoprotein (RefSeq)	COG2086	C	Electron transfer flavoprotein, beta subunit			GO:0006118,GO:0009055		
3474855	YP_001459539.1	157162221	57075	2915102	2913765	-	EcHS_A2911	EcHS_A2911	major facilitator family transporter (RefSeq)	COG738	G	Fucose permease			GO:0006810,GO:0016021,GO:0005215		
3474856	YP_001459540.1	157162222	57075	2916650	2915196	-	EcHS_A2912	EcHS_A2912	FAD binding domain protein (RefSeq)	COG277	C	FAD/FMN-containing dehydrogenases			GO:0016491,GO:0050660		
3474857	YP_001459541.1	157162223	57075	2917505	2916720	-	EcHS_A2913	EcHS_A2913	oxidoreductase, short chain dehydrogenase/reductase family (RefSeq)	COG1028	IQR	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)			GO:0008152,GO:0016491		
3474858	YP_001459542.1	157162224	57075	2917824	2919101	+	EcHS_A2914	EcHS_A2914	major facilitator family transporter (RefSeq)	COG2223	P	Nitrate/nitrite transporter			GO:0006810,GO:0016021,GO:0005215		
3474859	YP_001459543.1	157162225	57075	2919128	2920606	+	EcHS_A2915	EcHS_A2915	carbohydrate kinase, FGGY family protein (RefSeq)	COG1070	G	Sugar (pentulose and hexulose) kinases			GO:0005975,GO:0006072,GO:0004370	2.7.1.-	
11515745			57075	2920652	2920680	+		CRISPR									
11658108			57075	2920652	2920680	+		CRISPR									
11800500			57075	2920652	2920680	+		CRISPR									
11515746			57075	2920681	2920712	+		CRISPR spacer									
11658109			57075	2920681	2920712	+		CRISPR spacer									
11800501			57075	2920681	2920712	+		CRISPR spacer									
11515747			57075	2920713	2920741	+		CRISPR									
11658110			57075	2920713	2920741	+		CRISPR									
11800502			57075	2920713	2920741	+		CRISPR									
11515748			57075	2920742	2920773	+		CRISPR spacer									
11658111			57075	2920742	2920773	+		CRISPR spacer									
11800503			57075	2920742	2920773	+		CRISPR spacer									
11515749			57075	2920774	2920802	+		CRISPR									
11658112			57075	2920774	2920802	+		CRISPR									
11800504			57075	2920774	2920802	+		CRISPR									
11515750			57075	2920803	2920834	+		CRISPR spacer									
11658113			57075	2920803	2920834	+		CRISPR spacer									
11800505			57075	2920803	2920834	+		CRISPR spacer									
11515751			57075	2920835	2920863	+		CRISPR									
11658114			57075	2920835	2920863	+		CRISPR									
11800506			57075	2920835	2920863	+		CRISPR									
11515752			57075	2920864	2920895	+		CRISPR spacer									
11658115			57075	2920864	2920895	+		CRISPR spacer									
11800507			57075	2920864	2920895	+		CRISPR spacer									
11515753			57075	2920896	2920924	+		CRISPR									
11658116			57075	2920896	2920924	+		CRISPR									
11800508			57075	2920896	2920924	+		CRISPR									
11515754			57075	2920925	2920956	+		CRISPR spacer									
11658117			57075	2920925	2920956	+		CRISPR spacer									
11800509			57075	2920925	2920956	+		CRISPR spacer									
11515755			57075	2920957	2920985	+		CRISPR									
11658118			57075	2920957	2920985	+		CRISPR									
11800510			57075	2920957	2920985	+		CRISPR									
11515756			57075	2920986	2921017	+		CRISPR spacer									
11658119			57075	2920986	2921017	+		CRISPR spacer									
11800511			57075	2920986	2921017	+		CRISPR spacer									
11515757			57075	2921018	2921046	+		CRISPR									
11658120			57075	2921018	2921046	+		CRISPR									
11800512			57075	2921018	2921046	+		CRISPR									
11515758			57075	2921047	2921078	+		CRISPR spacer									
11658121			57075	2921047	2921078	+		CRISPR spacer									
11800513			57075	2921047	2921078	+		CRISPR spacer									
3474860	YP_001459544.1	157162226	57075	2921059	2921427	+	EcHS_A2916	EcHS_A2916	hypothetical protein (RefSeq)						GO:0016491		
11515759			57075	2921079	2921107	+		CRISPR									
11658122			57075	2921079	2921107	+		CRISPR									
11800514			57075	2921079	2921107	+		CRISPR									
11515760			57075	2921108	2921139	+		CRISPR spacer									
11658123			57075	2921108	2921139	+		CRISPR spacer									
11800515			57075	2921108	2921139	+		CRISPR spacer									
11515761			57075	2921140	2921168	+		CRISPR									
11658124			57075	2921140	2921168	+		CRISPR									
11800516			57075	2921140	2921168	+		CRISPR									
11515762			57075	2921169	2921200	+		CRISPR spacer									
11658125			57075	2921169	2921200	+		CRISPR spacer									
11800517			57075	2921169	2921200	+		CRISPR spacer									
11515763			57075	2921201	2921229	+		CRISPR									
11658126			57075	2921201	2921229	+		CRISPR									
11800518			57075	2921201	2921229	+		CRISPR									
11515764			57075	2921230	2921261	+		CRISPR spacer									
11658127			57075	2921230	2921261	+		CRISPR spacer									
11800519			57075	2921230	2921261	+		CRISPR spacer									
11515765			57075	2921262	2921290	+		CRISPR									
11658128			57075	2921262	2921290	+		CRISPR									
11800520			57075	2921262	2921290	+		CRISPR									
11515766			57075	2921291	2921322	+		CRISPR spacer									
11658129			57075	2921291	2921322	+		CRISPR spacer									
11800521			57075	2921291	2921322	+		CRISPR spacer									
11515767			57075	2921323	2921351	+		CRISPR									
11658130			57075	2921323	2921351	+		CRISPR									
11800522			57075	2921323	2921351	+		CRISPR									
11515768			57075	2921352	2921383	+		CRISPR spacer									
11658131			57075	2921352	2921383	+		CRISPR spacer									
11800523			57075	2921352	2921383	+		CRISPR spacer									
11515769			57075	2921384	2921412	+		CRISPR									
11658132			57075	2921384	2921412	+		CRISPR									
11800524			57075	2921384	2921412	+		CRISPR									
11515770			57075	2921413	2921444	+		CRISPR spacer									
11658133			57075	2921413	2921444	+		CRISPR spacer									
11800525			57075	2921413	2921444	+		CRISPR spacer									
11515771			57075	2921445	2921473	+		CRISPR									
11658134			57075	2921445	2921473	+		CRISPR									
11800526			57075	2921445	2921473	+		CRISPR									
11515772			57075	2921474	2921505	+		CRISPR spacer									
11658135			57075	2921474	2921505	+		CRISPR spacer									
11800527			57075	2921474	2921505	+		CRISPR spacer									
11515773			57075	2921506	2921534	+		CRISPR									
11658136			57075	2921506	2921534	+		CRISPR									
11800528			57075	2921506	2921534	+		CRISPR									
11515774			57075	2921535	2921566	+		CRISPR spacer									
11658137			57075	2921535	2921566	+		CRISPR spacer									
11800529			57075	2921535	2921566	+		CRISPR spacer									
11515775			57075	2921567	2921595	+		CRISPR									
11658138			57075	2921567	2921595	+		CRISPR									
11800530			57075	2921567	2921595	+		CRISPR									
11515776			57075	2921596	2921627	+		CRISPR spacer									
11658139			57075	2921596	2921627	+		CRISPR spacer									
11800531			57075	2921596	2921627	+		CRISPR spacer									
11515777			57075	2921628	2921656	+		CRISPR									
11658140			57075	2921628	2921656	+		CRISPR									
11800532			57075	2921628	2921656	+		CRISPR									
11515778			57075	2921657	2921688	+		CRISPR spacer									
11658141			57075	2921657	2921688	+		CRISPR spacer									
11800533			57075	2921657	2921688	+		CRISPR spacer									
3474861	YP_001459545.1	157162227	57075	2921674	2921844	+	EcHS_A2917	EcHS_A2917	hypothetical protein (RefSeq)								
11515779			57075	2921689	2921717	+		CRISPR									
11658142			57075	2921689	2921717	+		CRISPR									
11800534			57075	2921689	2921717	+		CRISPR									
11515780			57075	2921718	2921749	+		CRISPR spacer									
11658143			57075	2921718	2921749	+		CRISPR spacer									
11800535			57075	2921718	2921749	+		CRISPR spacer									
11515781			57075	2921750	2921778	+		CRISPR									
11658144			57075	2921750	2921778	+		CRISPR									
11800536			57075	2921750	2921778	+		CRISPR									
11515782			57075	2921779	2921810	+		CRISPR spacer									
11658145			57075	2921779	2921810	+		CRISPR spacer									
11800537			57075	2921779	2921810	+		CRISPR spacer									
11515783			57075	2921811	2921839	+		CRISPR									
11658146			57075	2921811	2921839	+		CRISPR									
11800538			57075	2921811	2921839	+		CRISPR									
3474862	YP_001459546.1	157162228	57075	2922850	2922179	-	EcHS_A2918	EcHS_A2918	hypothetical protein (RefSeq)	COG602	O	Organic radical activating enzymes			GO:0008152,GO:0003824,GO:0051536		
3474863	YP_001459547.1	157162229	57075	2922989	2923129	+	EcHS_A2919	EcHS_A2919	hypothetical protein (RefSeq)								
3474864	YP_001459548.1	157162230	57075	2923143	2923871	+	EcHS_A2920	EcHS_A2920	hypothetical protein (RefSeq)	COG1512	R	Beta-propeller domains of methanol dehydrogenase type					
3474865	YP_001459549.1	157162231	57075	2923905	2924180	+	EcHS_A2921	EcHS_A2921	IS1, transposase orfA (RefSeq)	COG3677	L	Transposase and inactivated derivatives			GO:0006313,GO:0045449,GO:0003677		
3474866	YP_001459550.1	157162232	57075	2924099	2924602	+	EcHS_A2922	EcHS_A2922	IS1, transposase orfB (RefSeq)	COG1662	L	Transposase and inactivated derivatives, IS1 family			GO:0006313,GO:0003677,GO:0004803		
3474867	YP_001459551.1	157162233	57075	2926150	2924852	-	EcHS_A2923	eno	phosphopyruvate hydratase (RefSeq)	COG148	G	Enolase	TIGR01060 phosphopyruvate hydratase [eno]	Energy metabolism:Glycolysis/gluconeogenesis	GO:0006096,GO:0000015,GO:0004634	4.2.1.11	Phosphopyruvate hydratase.
3474868	YP_001459552.1	157162234	57075	2927875	2926238	-	EcHS_A2924	pyrG	CTP synthase (RefSeq)	COG504	F	CTP synthase (UTP-ammonia lyase)	TIGR00337 CTP synthase [pyrG]	Purines, pyrimidines, nucleosides, and nucleotides:Pyrimidine ribonucleotide biosynthesis	GO:0006221,GO:0003883	6.3.4.2	CTP synthase.
3474869	YP_001459553.1	157162235	57075	2928894	2928103	-	EcHS_A2925	EcHS_A2925	MazG family protein (RefSeq)				TIGR00444 MazG family protein	Unknown function:General	GO:0047429	3.6.1.19	Nucleoside-triphosphate diphosphatase.
3474870	YP_001459554.1	157162236	57075	2929300	2928965	-	EcHS_A2926	chpA	pemK protein 1 (RefSeq)	COG2337	T	Growth inhibitor			GO:0003677		
3474871	YP_001459555.1	157162237	57075	2929548	2929300	-	EcHS_A2927	chpR	pemI protein 1 (RefSeq)	COG2336	T	Growth regulator					
3474872	YP_001459556.1	157162238	57075	2931860	2929626	-	EcHS_A2928	relA	GTP diphosphokinase (RefSeq)	COG317	TK	Guanosine polyphosphate pyrophosphohydrolases/synthetases	TIGR00691 RelA/SpoT family protein	Cellular processes:Adaptations to atypical conditions	GO:0015969,GO:0008728,GO:0016597	2.7.6.5	GTP diphosphokinase.
3474873	YP_001459557.1	157162239	57075	2933209	2931908	-	EcHS_A2929	rumA	23S rRNA (uracil-5-)-methyltransferase RumA (RefSeq)	COG2265	J	SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase	TIGR00479 23S rRNA (uracil-5-)-methyltransferase RumA [rumA]	Protein synthesis:tRNA and rRNA base modification	GO:0006396,GO:0003723,GO:0004748,GO:0008173	1.17.4.1,2.1.1.-	Ribonucleoside-diphosphate reductase.,
3474874	YP_001459558.1	157162240	57075	2933266	2936022	+	EcHS_A2930	barA	sensor histidine kinase/response regulator BarA (RefSeq)	COG3290	T	Signal transduction histidine kinase regulating citrate/malate metabolism			GO:0006355,GO:0000160,GO:0018106,GO:0016020,GO:0000155,GO:0000156,GO:0005524	2.7.13.3	Histidine kinase.
3474875	YP_001459559.1	157162241	57075	2937594	2936254	-	EcHS_A2931	EcHS_A2931	glucarate dehydratase (RefSeq)	COG4948	MR	L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily	TIGR03247 glucarate dehydratase [gudD]		GO:0008152,GO:0003824,GO:0008872	4.2.1.40	Glucarate dehydratase.
3474876	YP_001459560.1	157162242	57075	2938955	2937615	-	EcHS_A2932	EcHS_A2932	glucarate dehydratase (RefSeq)	COG4948	MR	L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily			GO:0008152,GO:0003824,GO:0008872	4.2.1.40	Glucarate dehydratase.
3474877	YP_001459561.1	157162243	57075	2940309	2938957	-	EcHS_A2933	gudP	glucarate permease (RefSeq)	COG2271	G	Sugar phosphate permease	TIGR00893 D-galactonate transporter	Transport and binding proteins:Carbohydrates, organic alcohols, and acids	GO:0006810,GO:0016021,GO:0005215		
3474878	YP_001459562.1	157162244	57075	2941193	2940744	-	EcHS_A2934	EcHS_A2934	flavodoxin (RefSeq)	COG716	C	Flavodoxins			GO:0006118,GO:0005506,GO:0009055,GO:0010181		
3474879	YP_001459563.1	157162245	57075	2941993	2941211	-	EcHS_A2935	truC	tRNA pseudouridine synthase C (RefSeq)	COG564	J	Pseudouridylate synthases, 23S RNA-specific			GO:0001522,GO:0003723,GO:0009982,GO:0016439	5.4.99.12,5.4.99.-	tRNA-pseudouridine synthase I.,
3474880	YP_001459564.1	157162246	57075	2942322	2941993	-	EcHS_A2936	EcHS_A2936	hypothetical protein (RefSeq)	COG3098	S	Uncharacterized protein conserved in bacteria					
3474881			57075	2942724	2942365	-	EcHS_A4767	EcHS_A4767	CsrB/RsmB RNA family (RefSeq)								
3474882	YP_001459565.1	157162247	57075	2943489	2942944	-	EcHS_A2937	EcHS_A2937	syd protein (RefSeq)								
3474883	YP_001459566.1	157162248	57075	2943557	2944405	+	EcHS_A2938	queF	7-cyano-7-deazaguanine reductase (RefSeq)	COG780	R	Enzyme related to GTP cyclohydrolase I	TIGR03138 queuine synthase [queF]	Transcription:RNA processing	GO:0019438,GO:0005737,GO:0003934,GO:0033739	1.7.1.-,1.7.1.13	,PreQ(1) synthase.
3474884	YP_001459567.1	157162249	57075	2944517	2945881	+	EcHS_A2939	EcHS_A2939	hypothetical protein (RefSeq)	COG1611	R	Predicted Rossmann fold nucleotide-binding protein					
3474885	YP_001459568.1	157162250	57075	2946438	2947727	+	EcHS_A2940	EcHS_A2940	serine transporter family protein (RefSeq)	COG814	E	Amino acid permeases	TIGR00814 serine transporter [stp]	Transport and binding proteins:Amino acids, peptides and amines	GO:0006810,GO:0016021,GO:0005215		
3474886	YP_001459569.1	157162251	57075	2947785	2949152	+	EcHS_A2941	sdaB	L-serine ammonia-lyase (RefSeq)	COG1760	E	L-serine deaminase	TIGR00720 L-serine ammonia-lyase	Energy metabolism:Glycolysis/gluconeogenesis	GO:0006094,GO:0003941,GO:0004794	4.3.1.17,4.3.1.19	L-serine ammonia-lyase.,Threonine ammonia-lyase.
3474887	YP_001459570.1	157162252	57075	2949174	2950019	+	EcHS_A2942	xni	exodeoxyribonuclease-9 (RefSeq)	COG258	L	5'-3' exonuclease (including N-terminal domain of PolI)			GO:0005634,GO:0003677,GO:0008409	3.1.11.-	
3474888	YP_001459571.1	157162253	57075	2951222	2950074	-	EcHS_A2943	fucO	lactaldehyde reductase (RefSeq)	COG1454	C	Alcohol dehydrogenase, class IV	TIGR02638 lactaldehyde reductase [fucO]	Energy metabolism:Sugars	GO:0008152,GO:0008912,GO:0016491,GO:0046872	1.1.1.77	Lactaldehyde reductase.
3474889	YP_001459572.1	157162254	57075	2951897	2951250	-	EcHS_A2944	fucA	L-fuculose phosphate aldolase (RefSeq)	COG235	G	Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases	TIGR01086 L-fuculose phosphate aldolase [fucA]	Energy metabolism:Sugars	GO:0006004,GO:0008270,GO:0008738	4.1.2.17	L-fuculose-phosphate aldolase.
3474890	YP_001459573.1	157162255	57075	2952444	2953760	+	EcHS_A2945	fucP	L-fucose:H+ symporter permease (RefSeq)	COG738	G	Fucose permease	TIGR00885 L-fucose:H+ symporter permease [fucP]	Transport and binding proteins:Carbohydrates, organic alcohols, and acids	GO:0006810,GO:0016021,GO:0005215		
3474891	YP_001459574.1	157162256	57075	2953793	2955568	+	EcHS_A2946	fucI	L-fucose isomerase (RefSeq)	COG2407	G	L-fucose isomerase and related proteins	TIGR01089 L-fucose isomerase [fucI]	Energy metabolism:Sugars	GO:0019317,GO:0005737,GO:0008736	5.3.1.25	L-fucose isomerase.
3474892	YP_001459575.1	157162257	57075	2955677	2957095	+	EcHS_A2947	fucK	L-fuculokinase (RefSeq)	COG1070	G	Sugar (pentulose and hexulose) kinases	TIGR02628 L-fuculokinase [fucK]	Energy metabolism:Sugars	GO:0005975,GO:0008737	2.7.1.51	L-fuculokinase.
3474893	YP_001459576.1	157162258	57075	2957097	2957519	+	EcHS_A2948	fucU	fucose operon protein FucU (RefSeq)	COG4154	G	Fucose dissimilation pathway protein FucU			GO:0008643	5.1.3.-	
3474894	YP_001459577.1	157162259	57075	2957577	2958308	+	EcHS_A2949	fucR	L-fucose operon activator (RefSeq)	COG1349	KG	Transcriptional regulators of sugar metabolism			GO:0006355,GO:0005622,GO:0003700		
3474895	YP_001459578.1	157162260	57075	2959452	2958352	-	EcHS_A2950	EcHS_A2950	hypothetical protein (RefSeq)	COG2933	R	Predicted SAM-dependent methyltransferase					
3474896	YP_001459579.1	157162261	57075	2959840	2959445	-	EcHS_A2951	EcHS_A2951	hypothetical protein (RefSeq)	COG2363	S	Uncharacterized small membrane protein					
3474897	YP_001459580.1	157162262	57075	2960776	2959859	-	EcHS_A2952	gcvA	glycine cleavage system transcriptional activator (RefSeq)	COG583	K	Transcriptional regulator			GO:0006355,GO:0003700		
3474898			57075	2960905	2961017	+	EcHS_A4768	gcvB	gcvB RNA (RefSeq)								
3474899	YP_001459581.1	157162263	57075	2961354	2961127	-	EcHS_A2953	EcHS_A2953	putative lipoprotein (RefSeq)								
3474900	YP_001459582.1	157162264	57075	2961546	2962751	+	EcHS_A2954	csdA	cysteine desulfurase, catalytic subunit CsdA (RefSeq)	COG520	E	Selenocysteine lyase	TIGR03392 cysteine desulfurase, catalytic subunit CsdA [csdA]	Biosynthesis of cofactors, prosthetic groups, and carriers:Other	GO:0008152,GO:0008483,GO:0030170,GO:0031071	2.8.1.7	Cysteine desulfurase.
3474901	YP_001459583.1	157162265	57075	2962751	2963194	+	EcHS_A2955	csdE	cysteine desulfuration protein CsdE (RefSeq)	COG2166	R	SufE protein probably involved in Fe-S center assembly	TIGR03391 cysteine desulfurase, sulfur acceptor subunit CsdE [csdE]	Biosynthesis of cofactors, prosthetic groups, and carriers:Other	GO:0031071	2.8.1.7	Cysteine desulfurase.
3474902	YP_001459584.1	157162266	57075	2964051	2963245	-	EcHS_A2956	EcHS_A2956	ThiF family protein (RefSeq)	COG1179	H	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 1			GO:0003824		
3474903	YP_001459585.1	157162267	57075	2964196	2964086	-	EcHS_A2957	EcHS_A2957	hypothetical protein (RefSeq)								
3474904	YP_001459586.1	157162268	57075	2965387	2964290	-	EcHS_A2959	mltA	membrane-bound lytic murein transglycosylase A (RefSeq)	COG2821	M	Membrane-bound lytic murein transglycosylase			GO:0009254,GO:0019867,GO:0004553	3.2.1.-	
3474905			57075	2965596	2965672	+	EcHS_A4693	EcHS_A4693	tRNA-Met (RefSeq)								
3474906			57075	2965706	2965782	+	EcHS_A4694	EcHS_A4694	tRNA-Met (RefSeq)								
3474907			57075	2965816	2965892	+	EcHS_A4695	EcHS_A4695	tRNA-Met (RefSeq)								
3474908			57075	2965926	2966002	+	EcHS_A4696	EcHS_A4696	tRNA-Met (RefSeq)								
3474909	YP_001459587.1	157162269	57075	2967329	2966076	-	EcHS_A2963	amiC	N-acetylmuramoyl-L-alanine amidase AmiC (RefSeq)	COG860	M	N-acetylmuramoyl-L-alanine amidase			GO:0009253,GO:0008745	3.5.1.28	N-acetylmuramoyl-L-alanine amidase.
